The Pines Resort	Hotels in California;Hotels established in 1901;Buildings and structures in Madera County, California	The Pines Resort is the only lakeside resort in the Yosemite_National_Park Yosemite area. This resort is on the North Shore of Bass Lake, {{convert 17 mi km}} miles from the Southern entrance of Yosemite National Park and an hour's drive north from Fresno. Accommodations range from fully equipped cabins to hotel suites. The Pines Resort operates a full-service marina that offers boat rentals and hosts two restaurants on-site. Additionally, the resort sits within the Pines Village, a community hub that includes a grocery market, a bar, and an array of other shops.																	
Polaris Building	Buildings and structures in Fairbanks, Alaska;Skyscrapers in Alaska;Residential buildings in Alaska;Hotels in Alaska	Polaris Building is the tallest building in downtown Fairbanks, Alaska. Constructed in 1952, it served as an 11-story apartment complex that later became the Northern Lights Hotel. However, the building gradually fell into disrepair, ultimately closing its doors after 800,000 gallons of water flooded its basement in 2001. In 2018, the City of Fairbanks foreclosed on the property over unpaid taxes.																	
AutoCamp	2013 establishments in California;2016 establishments in California;2019 establishments in California;2021 establishments in California;2021 establishments in Massachusetts;Hotels in California;Hotels in Massachusetts	AutoCamp is a hotel company that allows customers to rent Airstream trailers to glamping glamp near popular recreational areas, such as national parks. Its has six locations in California, Massachusetts, New York (state) New York, and Utah. AutoCamp Yosemite was listed by ''Time (magazine) Time'' magazine as one of the "World's Greatest Places" in 2019. AutoCamps are known for their luxury aspect, sometimes costing over $500 per night for a normal trailer. It is in a partnership with the Airstream company itself.																	
Kimpton Banneker Hotel	Residential buildings completed in 1967|Hotel Rouge;Kimpton hotels|R;Hotels in Washington, D.C.;Hotels established in 2002	Kimpton Banneker Hotel is a 144-room boutique hotel located at 16th Street Northwest (Washington, D.C.) 16th Street Northwest, Washington, D.C. Northwest and Rhode Island Avenue (Washington, D.C.) Rhode Island Avenue in Washington, D.C. It is located at Scott Circle across from the Australian embassy. Originally a 1967 apartment building and then a Choice Hotels Quality hotel, it opened as the Kimpton Rouge Hotel on December 14, 2001, and was owned by LaSalle Hotel Properties of Bethesda, Maryland Bethesda, Maryland. The building was purchased in 2001 and underwent a $14&nbsp;million renovation along with the nearby Topaz Hotel. After selling to new owners in 2019, it underwent further renovations and reopened in June 2021 as the Kimpton Banneker Hotel.																	
Marie Joseph Spiritual Center	Buildings and structures in Biddeford, Maine;Hotels in Maine;Schools in York County, Maine;2023 disestablishments in Maine	Marie Joseph Spiritual Center was a religious retreat center in Biddeford, Maine run by the Sisters of the Presentation of Mary. Located in the summer colony of Biddeford Pool, the center operated from 1978 until closing in June 2023. The building in which the center operated had previously been utilized as the Evans Hotel, Ocean View Hotel and as a young women's boarding school known as Marie Joseph Academy prior to being opened as the Marie Joseph Spiritual Center. During its time as a hotel, it included 48 rooms and was operated by the Evans family.																	
Forest Hill Hotel, Pacific Grove	Hotels in California;Hotel buildings completed in 1926;Hotels established in 1926	Forest Hill Hotel is an historic hotel in Pacific Grove, California. It was opened on July 1, 1926 and is one of the highest buildings in Pacific Grove. It is currently the Pacific Grove Senior Living.																	
Arizona Biltmore Hotel	Hotels in Arizona;Bowman-Biltmore Hotels;Buildings and structures in Phoenix, Arizona;Phoenix Points of Pride;Hotels established in 1929;Hotel buildings completed in 1929;Hilton Hotels & Resorts hotels;Historic American Buildings Survey in Arizona;Tourist attractions in Phoenix, Arizona;Art Deco architecture in Arizona;Brick Expressionism;Pueblo Deco architecture	Arizona Biltmore  is a historic resort located in Phoenix, Arizona Phoenix near 24th Street and Camelback Road. Designed by Albert Chase McArthur, it opened on February 23, 1929, as part of the Biltmore Hotel chain. Actors Clark Gable and Carole Lombard often stayed there and the Tequila sunrise cocktail was invented there. It is part of LXR Hotels & Resorts.																	
Pine Inn	Hotels in California;Hotel buildings completed in 1889;Hotels established in 1889;1889 establishments in California																		
Homewood Inn	Commercial buildings in Yarmouth, Maine;Hotels in Cumberland County, Maine;Hotels established in 1942;1912 establishments in Maine;1992 disestablishments in Maine	Homewood Inn is a former inn that was in business in Yarmouth, Maine, from 1912 to 1992. Although the buildings are still standing, they are now used as private residential units.																	
Hotel Magma	Hotels in Arizona;National Register of Historic Places in Pinal County, Arizona;Concrete buildings and structures	Hotel Magma, is a historic hotel located at 100-130 Main Street between North Magma Avenue and Magma Alley in Superior, Arizona.  The hotel's initial structure is a two-store reinforced concrete building at 100 Main Street. An adobe addition was built in 1916 but collapsed in 2007.  In 1923 a brick addition, labelled "Macpherson's Hotel Magma" was constructed by John Davey at 130 Main Street.  All three structures were designed in the Mission Revival architecture Mission Revival style																	
El Carmelo Hotel	Hotels in California;Hotel buildings completed in 1887;Hotels established in 1887	El Carmelo Hotel was Pacific Grove, California Pacific Grove's first hotel, opened to guests on May 20, 1887. It was sometimes called the sister of the Hotel Del Monte. It was located on Lighthouse Avenue between Fountain and Grand Avenues, Pacific Grove and owned by the Pacific Improvement Company (PIC). In 1907, the name of the hotel changed to the Pacific Grove Hotel. In 1917, the PIC decided to dismantle it and use the wood in the reconstruction of The Lodge at Pebble Beach, California that had burned down on December 17, 1917. The empty block was sold to W. R. Holman in 1919 to open the Holman Department Store.{{failed verification date=August 2024}}																	
Casco Castle	Hotels in Cumberland County, Maine;Castles in the United States;Buildings and structures completed in the 20th century;1903 establishments in Maine;1914 disestablishments in Maine;1914 fires in the United States;Buildings and structures in Freeport, Maine;Demolished buildings and structures in Maine	Casco Castle was a resort in South Freeport, Maine, United States. Built in 1903, it was intended to resemble a castle. Designed by William R. Miller (architect) William R. Miller and overlooking Casco Bay immediately to its east, it burned down in 1914. All that now remains is its {{convert 185 foot adj=on}} tall stone tower, which is now on private property, inaccessible to the public. The tower can be viewed from Harraseeket Road, a few yards closer to the shoreline, or from Winslow Memorial Park, directly to the south across the Harraseeket River. The main part of the building was to the south, with the tower on its northern side, connected by a bridge.																	
Green Mountain Inn	Buildings and structures in Stowe, Vermont;Hotels in Vermont;Hotels established in 1833	Green Mountain Inn is located on Main Street (Vermont Route 100) in Stowe, Vermont, United States. Built in 1833, it stands near the intersection of Route 100 and Mountain Road (Vermont Route 100 Route 108). The main inn building, the former Depot buildings and Sanborn House are listed on the National Register of Historic Places as part of the Stowe Village Historic District.																	
Mondrian South Beach																			
Willcox's	Houses on the National Register of Historic Places in South Carolina;Colonial Revival architecture in South Carolina;Houses completed in 1928;Houses in Aiken County, South Carolina;National Register of Historic Places in Aiken County, South Carolina;Hotels in South Carolina	Willcox's, located in Aiken, South Carolina, US, was an internationally known inn during the Aiken Winter Colony heyday. Operated from 1898 to 1957 by members of the Willcox family, the still-magnificent building reflects the influence of both Second Empire architecture Second Empire and Colonial Revival styles of architecture. The plan of the building is irregular in shape, consisting of a central block with asymmetrical wings. Of Aiken's once famous resort hostelries, only Willcox's is still standing. The landmark property was listed on the National Register of Historic Places March 19, 1982.																	
Merchant Hotel (Portland, Oregon)	1884 establishments in Oregon;Commercial buildings completed in 1884;Hotels in Portland, Oregon;Historic district contributing properties in Oregon;Italianate architecture in Oregon;National Register of Historic Places in Portland, Oregon;Buildings and structures in Northwest Portland, Oregon;Buildings and structures in Old Town Chinatown	Merchant Hotel, also known as the Merchants' Hotel,  is a historic former hotel building in Portland, Oregon, United States. It is located at 121 N.W. Second Avenue in Old Town Chinatown, Portland, Oregon Old Town Chinatown. It is a contributing property in the Portland Skidmore/Old Town Historic District,{{rp 18–19}} which was listed on the National Register of Historic Places U.S. National Register of Historic Places in 1975 and designated a National Historic Landmark District in 1977.{{rp 103}}  It is one of the few remaining examples of Victorian architecture Victorian Italianate architecture Italianate, Cast-iron architecture cast iron architecture on the West Coast.  It occupies half of a city block, specifically along the south side of N.W. Davis Street from Second to Third Avenues.																	
Penn Hills Resort	Hotels in Pennsylvania;Tourist attractions in Monroe County, Pennsylvania;Defunct ski areas and resorts in Pennsylvania;Defunct hotels in Pennsylvania;Defunct resorts in Pennsylvania;Pocono Mountains;1944 establishments in Pennsylvania;2009 disestablishments in Pennsylvania;Buildings and structures destroyed in 2017;Demolished buildings and structures in Pennsylvania	Penn Hills Resort was a honeymoon resort located in Analomink, Pennsylvania, in the Pocono Mountains. Founded as a tavern in 1944, the resort grew in the 1960s, with over a hundred rooms in the hotel and a ski resort and golf course on the 500-acre site. Guest villas featured floor-to-ceiling carpeting, round beds, and heart-shaped bathtubs. Distinctive, modernist streetlights from the 1964 New York World's Fair 1964 World's Fair were installed, as well as an ice rink and a wedding bell shaped outdoor swimming pool.																	
Peabody Hotel (1869)	Hotel buildings completed in 1869;Hotels established in 1869;1869 establishments in Tennessee;1923 disestablishments in the United States																		
Palisades Mountain House	Hotel buildings completed in 1860;Englewood Cliffs, New Jersey;Burned hotels in the United States;Hotels disestablished in 1884;Hotels in New Jersey;Defunct hotels in New Jersey	Palisades Mountain House was a hotel located atop The Palisades (Hudson River) The Palisades in Englewood Cliffs, New Jersey during the late 19th century. It was destroyed by fire in 1884.																	
The Peninsula Beverly Hills	The Peninsula Hotels|Beverly Hills;Hotels in Beverly Hills, California;Hotels established in 1991;Hotel buildings completed in 1991;1991 establishments in California	The Peninsula Beverly Hills is a luxury, five-star hotel at the intersection of South California State Route 2 Santa Monica Boulevard and Wilshire Boulevard. The hotel is part of The Peninsula Hotels, a chain owned by Hongkong and Shanghai Hotels. The Peninsula Beverly Hills was the second Peninsula branded hotel to open in the United States, with The Peninsula New York having opened three years earlier in 1988.																	
Travellers' Rest Inn	Hotel buildings completed in 1812;Buildings and structures in Highland County, Ohio;National Register of Historic Places in Highland County, Ohio;Defunct hotels in Ohio;Former houses in Ohio;Former post office buildings;Greenfield, Ohio;Historical society museums in Ohio;Hotels in Ohio;Commercial buildings on the National Register of Historic Places in Ohio;Post office buildings in Ohio;1812 establishments in Ohio;Museums in Highland County, Ohio	Travellers' Rest Inn is a historic inn on the main street of Greenfield, Ohio Greenfield, Ohio, United States.  Built in the early 19th century, it has been listed on the National Register of Historic Places because of its significance in local history.																	
Seaside Inn	Buildings and structures in Kennebunkport, Maine;Hotels in Maine;Companies established in 1667	Seaside Inn (formerly the Seaside Inn & Cottages) is an Inn in Kennebunk, Maine which has been in continuous operation under the same family since 1667, making it one of the List of oldest companies in the United States oldest companies in the United States.																	
The Hotel Hershey	Buildings and structures in Dauphin County, Pennsylvania;Hershey Entertainment and Resorts Company;Hershey, Pennsylvania;Hotels in Pennsylvania;1933 establishments in Pennsylvania;Hotels established in 1933;Hotel buildings completed in 1933	The Hotel Hershey is a resort hotel in Hershey, Pennsylvania. Established in 1933, it is a historic landmark historical landmark and five-star hotel located on a hilltop overlooking Hershey, Pennsylvania, and the surrounding area. It was inducted into Historic Hotels of America, the official program of the National Trust for Historic Preservation, since 1991. It has 276 guest rooms and {{convert 23500 sqft m2}} of event space.{{Cn date=September 2021}}																	
Boulder Dam Hotel	Hotels in Nevada;Hotel buildings completed in 1933;Buildings and structures in Boulder City, Nevada;National Register of Historic Places in Clark County, Nevada;Neoclassical architecture in Nevada;Colonial Revival architecture in Nevada;Hotel buildings on the National Register of Historic Places in Nevada	Boulder Dam Hotel, also known as the Boulder City Inn,  is a hotel located in Boulder City, Nevada Boulder City, Nevada that is listed on the United States National Register of Historic Places.  It was designed in the Colonial Revival architecture Colonial Revival style by architect Henry Smith. The hotel was built to accommodate official visitors and tourists during the building of Boulder Dam, now Hoover Dam.																	
Deer Park Hotel	Hotel buildings completed in 1873;Hotels in Maryland;Buildings and structures in Garrett County, Maryland;Baltimore and Ohio Railroad;Demolished hotels in the United States;Railway hotels in the United States;Demolished buildings and structures in Maryland	Deer Park Hotel was a vacation resort in the Appalachian Mountains of Western Maryland, in the small town of Deer Park, Maryland. Constructed in 1873 on land owned by a former Baltimore and Ohio Railroad (B&O) employee and West Virginia Senator Henry Gassaway Davis, the hotel was heavily promoted by the B&O railroad as cool and breeze-filled during otherwise hot city summers and 8 hours by express train from Baltimore and 11 hours by express train from Cincinnati, Ohio. It became a favorite resort for wealthy and prominent citizens of the Baltimore/Washington area.  Presidents Ulysses S. Grant, Benjamin Harrison, and Grover Cleveland were among its guests; William McKinley visited the establishment before he became president. Even President Grover Cleveland spent his five-day honeymoon with his new wife, Frances Folsom Cleveland.  The Deer Park Spring Water Co. Deer Park Spring, which had produced pure mountain water that was sold commercially, supplied the hotel, its swimming pool, and Turkish baths.  Deer Park's popularity declined after 1900 and the resort finally closed after the Great Depression Depression began in 1929.  The grand hotel itself was razed in 1944 due to a fire, although a few of the opulent cottages remain.																	
IP Casino Resort Spa	Buildings and structures in Biloxi, Mississippi;Casinos in Mississippi;Resorts in Mississippi;Hotels in Mississippi;Towers in Mississippi;Tourist attractions in Harrison County, Mississippi;Boyd Gaming;Casino hotels	IP Casino Resort Spa is a resort located in Biloxi, Mississippi. It was founded by Minnesota businessman Ralph Engelstad.																	
Oheka Castle	Castles in New York (state);Mansions of Gold Coast, Long Island;Gardens in New York (state);Houses in Suffolk County, New York;Historic house museums in New York (state);Hotels in New York (state);Houses completed in 1919;Houses on the National Register of Historic Places in New York (state);National Register of Historic Places in Huntington (town), New York;Landscape design history of the United States;Delano & Aldrich buildings;Châteauesque architecture in the United States;Historic Hotels of America	Oheka Castle, also known as the Otto Kahn Estate, is a hotel located on the North Shore (Long Island) North Shore (or "Gold Coast") of Long Island, in West Hills, New York, a hamlet in the town of Huntington, NY Huntington. It was the country home of investment financier and philanthropist Otto Hermann Kahn and his family.																	
Big Sky Resort	Buildings and structures in Madison County, Montana;Ski areas and resorts in Montana;Hotels in Montana;Tourist attractions in Madison County, Montana	Big Sky Resort, known Colloquialism colloquially as Big Sky, is a ski resort within Big Sky, Montana. It is about 50 mi (80.4 km) from Bozeman, Montana Bozeman. The resort takes its name from Montana's nickname as the "Big Sky State".																	
Carew Tower	Office buildings completed in 1930;Art Deco skyscrapers;Hilton Hotels & Resorts hotels;National Historic Landmarks in Ohio;National Register of Historic Places in Cincinnati;Skyscraper office buildings in Cincinnati;Hotels in Ohio;Art Deco hotels;Art Deco architecture in Ohio	Carew Tower is a 49-storey story, {{convert 574 ft adj=on}} Art Deco building completed in 1931 in the heart of downtown Cincinnati, Ohio, United States, overlooking the Ohio River waterfront. The structure is list of tallest buildings in Cincinnati the second-tallest building in the city, and it was added to the register of National Historic Landmarks on April 19, 1994. The tower is named after Joseph T. Carew, proprietor of the Mabley & Carew department store chain, which had previously operated in a building on the site.																	
Boomtown Reno	1964 establishments in Nevada;Buildings and structures completed in 1964;Casino hotels;Casinos completed in 1964;Casinos in Reno, Nevada;Former truck stops;Hotel buildings completed in 1978;Hotels in Reno, Nevada	Boomtown Reno is a hotel and casino located in Verdi, Nevada Verdi, Nevada, just west of the Reno–Sparks metropolitan area. The hotel features 318 guest rooms and suites, and the casino has a {{convert 39630 sqft}} gaming area.																	
West Hotel	Hotel buildings completed in 1848;Hotels in Minnesota;Demolished hotels in the United States;Buildings and structures in Minneapolis;History of Minneapolis;Disasters in Minnesota;Demolished buildings and structures in Minneapolis	West Hotel was Minneapolis's first grand hotel. It had 407 luxuriously furnished rooms, 140 baths, and featured an immense and opulent Lobby (room) lobby which was claimed to be the largest in the nation. These elements combined to make what was considered for a time to be the most luxurious hotel west of Chicago. The West was designed by Leroy Buffington LeRoy Buffington and built on land that was once owned by the first resident of Minneapolis, John H. Stevens. Leroy Buffington Buffington created the West in the Queen Anne style architecture in the United States Queen Anne style that was quite popular in the last decades of the 19th century.																	
The Don CeSar	Hotels in Florida;National Register of Historic Places in Pinellas County, Florida;Moorish Revival architecture in Florida;Mediterranean Revival architecture in Florida;Buildings and structures in St. Petersburg, Florida;Tourist attractions in St. Petersburg, Florida;Historic American Buildings Survey in Florida;1928 establishments in Florida;Hotels established in 1928;Hotel buildings completed in 1928;Hotel buildings on the National Register of Historic Places in Florida	 The Don CeSar is a hotel located in St. Pete Beach, Florida. Developed by Thomas Rowe (Don CeSar) Thomas Rowe and opened in 1928, it gained renown as the Gulf of Mexico Gulf playground for America's pampered rich at the height of the Jazz Age. The hotel was designed by Henry H. Dupont. The Don CeSar is a member of Historic Hotels of America, the official program of the National Trust for Historic Preservation.																	
Bourbon Street Hotel and Casino	Defunct casinos in the Las Vegas Valley;Defunct hotels in the Las Vegas Valley;Demolished hotels in Clark County, Nevada;Hotels in Paradise, Nevada;Casinos completed in 1985;Hotel buildings completed in 1980;Buildings and structures demolished in 2006;Buildings and structures demolished by controlled implosion;Hotels established in 1980;Hotels disestablished in 2005;Casino hotels;1980 establishments in Nevada	Bourbon Street Hotel and Casino (named after New Orleans' Bourbon Street) was a small hotel and casino near the Las Vegas Strip in Paradise, Nevada Paradise, Nevada.  Opening in 1980 as the Shenandoah Hotel, the property was plagued with licensing and financial difficulties from the start. Ownership changed hands several times, with new proprietors often envisioning major renovations or redevelopment, but none of the plans came to fruition. Finally, in 2005, it was bought by Harrah's Entertainment (later Caesars Entertainment), who closed and demolished it.																	
Lake Lawn Resort	Hotels in Wisconsin;Buildings and structures in Walworth County, Wisconsin;Tourist attractions in Walworth County, Wisconsin;Delavan, Wisconsin	Lake Lawn Resort is a resort in Delavan, Wisconsin Delavan, Wisconsin, United States located on the shores on Delavan Lake. It is located off Highway 50 (Geneva Street), near Interstate 43. Lake Lawn has its own private airport, Lake Lawn Airport.																	
Harrah's Lake Tahoe	1955 establishments in Nevada;Casino hotels;Caesars Entertainment;Casinos completed in 1955;Casinos in Stateline, Nevada;Harrah's Entertainment;Hotel buildings completed in 1955;Hotels established in 1955;Hotels in Stateline, Nevada	Harrah's Lake Tahoe is a hotel and casino in Stateline, Nevada. Harrah's is branded with the name of its former owner and operator, William F. Harrah. It is owned by Vici Properties and operated by Eldorado Resorts Caesars Entertainment. The 18-story tower and 512 rooms, plus {{Convert 65000 sqft abbr=on}} casino make it one of the largest resorts at South Lake Tahoe, California South Lake Tahoe.																	
Mapes Hotel	1947 establishments in Nevada;1982 disestablishments in Nevada;Art Deco architecture in Nevada;Buildings and structures demolished by controlled implosion;Buildings and structures demolished in 2000;Casino hotels;Casinos in Reno, Nevada;Defunct casinos in Nevada;Former skyscraper hotels;Defunct hotels in Nevada;Demolished buildings and structures in Nevada;Demolished hotels in the United States;History of Storey County, Nevada;History of Washoe County, Nevada;Hotel buildings completed in 1947;Hotels in Reno, Nevada;Landmarks in Nevada;Resorts in Nevada	Mapes Hotel was a hotel and casino located in Downtown Reno, Nevada Reno, Nevada, next to the Truckee River on Virginia Street. It was built in 1947 and opened on December 17 of that year. It was the first skyscraper built in the Western United States since the start of World War II. Built in a distinctive Art Deco style, the hotel was a unique high-rise built to combine a hotel and casino, providing the prototype for modern hotel/casinos.																	
La Quinta Resort & Club	La Quinta, California;Hotels in California;Buildings and structures in Riverside County, California;Coachella Valley|La Quinta, Resort;Resorts in California;Golf clubs and courses in California;Golf clubs and courses designed by Pete Dye;Waldorf Astoria Hotels & Resorts;Hotels established in 1926;1926 establishments in California;Tourist attractions in Riverside County, California	La Quinta Resort & Club is a historic resort in present-day La Quinta, California. Designed by Gordon Kaufmann and built by Walter H. Morgan, the hotel opened in 1926 as a desert getaway.																	
Oyo Hotel & Casino	Hotels in Paradise, Nevada;Casinos in the Las Vegas Valley;Hooters;Casinos completed in 1973;Hotels established in 1973;Hotel buildings completed in 1973;Casino hotels;1973 establishments in Nevada	Oyo Hotel & Casino{{efn name=Oyo Stylized as "OYO".}} is a casino hotel near the Las Vegas Strip in Paradise, Nevada Paradise, Nevada, United States. It is owned by Highgate and OYO Rooms Oyo Hotels & Homes, and its casino is operated by Paragon Gaming. It is located east of the Strip and next to the former site of the Tropicana Resort & Casino Tropicana resort. The hotel has 696 rooms with a {{convert 30000 sqft m2 adj=on}} casino.																	
Omni Shoreham Hotel	Hotels in Washington, D.C.;Hotel buildings completed in 1930;Hotels established in 1930;Reportedly haunted locations in Washington, D.C.;1930 establishments in Washington, D.C.	Omni Shoreham Hotel is a historic resort and convention hotel in Northwest Washington, D.C., built in 1930 and owned by Omni Hotels.  It is located one block west of the intersection of Connecticut Avenue and Calvert Street. The hotel is known for having been a regular venue for Mark Russell and the Capitol Steps. It is a member of Historic Hotels of America, the official program of the National Trust for Historic Preservation.																	
Club Cal Neva	1962 establishments in Nevada;Casino hotels;Casinos completed in 1962;Casinos in Reno, Nevada;Defunct hotels in Nevada;Hotel buildings completed in 1977;Hotel buildings completed in 1987;Hotels in Reno, Nevada	Club Cal Neva is a casino and former hotel located in Downtown Reno, Nevada Reno, Nevada.																	
Rickshaw Inn	New Jersey culture;History of New Jersey;Hotels in New Jersey;Cherry Hill, New Jersey;Demolished hotels in New Jersey;Buildings and structures demolished in 2002	Rickshaw Inn was a 180-room hotel with a gold-plated roof, which was situated on New Jersey Route 70 Route 70 in Cherry Hill, New Jersey, opposite Garden State Park and adjacent to the Latin Casino, a popular nightclub which had relocated from Philadelphia to nearby Cherry Hill a few years earlier.  Frank Sinatra and his Rat Pack entourage, Don Rickles, Steve and Eydie, Smokey Robinson, Diana Ross and other notable acts performed at The Latin, and stayed and drank at The Rickshaw. The hotel was built in 1964.																	
Motel Inn	Motels in the United States;Buildings and structures in San Luis Obispo, California;History of San Luis Obispo County, California;Hotels in California;Hotels established in 1925;1925 establishments in California	Motel Inn (originally known as the Milestone Mo-Tel), located in San Luis Obispo, California, United States, was the first "motel" in the world, and the origin of that word, from "Mo-Tel", which is a portmanteau play on the word "hotel" by combining the words "motor hotel". It opened on December 12, 1925, and closed in 1991. The Apple Farm Inn, located next door, is expanding and incorporating parts of the original hotel that are still standing into additional rooms.																	
Monticello Hotel (Longview, Washington)	Longview, Washington;Hotels in Washington (state)	Monticello Hotel was a historic former landmark hotel and is a current apartment building in Longview, Washington. It was given to the city by founder Robert A. Long R. A. Long in early 1923, and designed by Long's architects of choice, Hoit, Price, and Barnes, of Kansas City. Image:Monticello hotel.jpg thumb The Monticello Hotel																	
Travelers Home	Sheridan, Oregon;Hotels in Oregon;National Register of Historic Places in Yamhill County, Oregon;Houses on the National Register of Historic Places in Oregon;Houses in Yamhill County, Oregon;1892 establishments in Oregon	Travelers Home is an Italianate architecture Italian Villa and Queen Anne style architecture in the United States Queen Anne style home in Sheridan, Oregon, United States. It was built in 1892, and the building was added to the National Register of Historic Places on July 8, 1982. The building, also known as Savage-Mendenhall-Seth House, has been used as both a hotel and residence. The two-story building has a horizontal board style of siding.																	
Riverside Hotel (Reno, Nevada)	1927 establishments in Nevada;Casino hotels;Casinos in Reno, Nevada;Defunct casinos in Nevada;Defunct hotels in Nevada;Frederic Joseph DeLongchamps buildings;Gothic Revival architecture in Nevada;Hotel buildings completed in 1927;Hotel buildings on the National Register of Historic Places in Nevada;Hotels in Reno, Nevada;National Register of Historic Places in Reno, Nevada	Riverside Hotel is a former hotel and casino located in Downtown Reno, Nevada Reno, Nevada, that sits on the exact location where Reno began in 1859. The building now houses apartments and studios for artists and is listed on the National Register of Historic Places.																	
Hollywood Casino Gulf Coast	1992 establishments in Mississippi;Buildings and structures in Hancock County, Mississippi;Casinos completed in 1992;Casinos in Mississippi;Hotels in Mississippi;Hotel buildings completed in 1992;Tourist attractions in Hancock County, Mississippi;Casino hotels;Sports in Bay St. Louis, Mississippi	Hollywood Casino Gulf Coast (formerly Casino Magic Bay St. Louis) is a casino hotel complex in Bay St. Louis, Mississippi, owned by Gaming and Leisure Properties and operated by Penn Entertainment.																	
Four Seasons Resort Hualalai	Hotels in Hawaii (island);Resorts in Hawaii;Golf clubs and courses in Hawaii;Buildings and structures in Hawaii County, Hawaii;Tourist attractions in Hawaii County, Hawaii;Four Seasons hotels and resorts;Hotels established in 1996	Four Seasons Resort Hualalai at Historic Ka{{okina}}ūpūlehu is a AAA Five Diamond Award AAA Five Diamond rated Four Seasons Hotel Four Seasons resort in Kaupulehu, Hawaii Ka{{okina}}ūpūlehu, on the Kona-Kohala Coast of the island of Hawaii (island) Hawai{{okina}}i.																	
Trapp Family Lodge	Ski areas and resorts in Vermont;Trapp family;Buildings and structures in Stowe, Vermont;Tourist attractions in Lamoille County, Vermont;Hotels in Vermont	Trapp Family Lodge is a {{convert 2500 acre km2 adj=on}} resort located in Stowe, Vermont. It is managed by Sam von Trapp, son of Johannes von Trapp of the Austrian musical family, the Trapp Family Trapps. It was formerly known as Cor Unum (Latin for ''One Heart'').																	
Margaritaville Resort Biloxi	Buildings and structures in Biloxi, Mississippi;2016 establishments in Mississippi;Hotels established in 2016;Hotels in Mississippi;Hotel buildings completed in 1998;Tourist attractions in Harrison County, Mississippi	Margaritaville Resort Biloxi is a resort hotel in Biloxi, Mississippi Biloxi on the Mississippi Gulf Coast. It previously operated with a Riverboat casino dockside casino as Casino Magic Biloxi Casino & Hotel, until it was severely damaged by Hurricane Katrina in 2005.  The property has a 373-room hotel, located on {{convert 10.6 acre}} of land.																	
Eighteen Mile House	19th-century architecture in the United States;Houses completed in the 19th century;Morgan's Raid;Former post office buildings;Houses in Hamilton County, Ohio;National Register of Historic Places in Hamilton County, Ohio;Hotels in Ohio;Houses on the National Register of Historic Places in Ohio;Post office buildings on the National Register of Historic Places in Ohio	Eighteen Mile House is a historic house near the city of Harrison, Ohio Harrison in western Hamilton County, Ohio Hamilton County, Ohio, United States.  Built as a tavern by unknown individuals in the early years of the nineteenth century, its construction date is unknown: some hold it to have been erected in 1800, others in 1815, and yet others at a vague date between 1800 and 1810.																	
Hotel 24 South	Hotels in Virginia;Buildings and structures in Staunton, Virginia;Hotels established in 1924;Hotel buildings completed in 1924;Historic Hotels of America;Name changes due to the George Floyd protests	Hotel 24 South is a historic hotel in Staunton, Virginia, opened in 1924.																	
Four Seasons Resort Lanai	Hotels in Hawaii;Resorts in Hawaii;Golf clubs and courses in Hawaii;Seaside resorts in Hawaii;Buildings and structures in Maui County, Hawaii;Tourist attractions in Maui County, Hawaii;Four Seasons hotels and resorts;Hotels established in 1991;Hotel buildings completed in 1991;1991 establishments in Hawaii	Four Seasons Resort Lanai is a Four Seasons Hotels and Resorts Four Seasons resort hotel located in Lanai, Hawaii Lanai City on the island of Lanai Lāna{{okina}}i, the smallest and least inhabited of Hawaii's six major islands that once was recognized for its pineapple plantation. The island of Lāna{{okina}}i hosts two other hotels, Sensei Lanai, A Four Seasons Resort (previously known as "The Lodge at Koele"), and Hotel Lanai, a 3-star boutique hotel.																	
Four Seasons Resort Maui	Hotels in Hawaii;Resorts in Hawaii;Golf clubs and courses in Hawaii;Seaside resorts in Hawaii;Buildings and structures in Maui County, Hawaii;Tourist attractions in Maui County, Hawaii;Four Seasons hotels and resorts;Hotels established in 1990;1990 establishments in Hawaii	Four Seasons Resort Maui at Wailea is a resort in Wailea, on the island of Maui in Hawaii. It is part of the Four Seasons Hotels Four Seasons luxury hotels chain. It is the only resort on Maui to receive both the American Automobile Association AAA Five Diamond Award and the Forbes Travel Guide Forbes (formerly Mobil) Five-Star Award. Room rates range from $845 to $25,000 per night.  It has four restaurants and bars, including one of Wolfgang Puck Wolfgang Puck's Spago chain.																	
Brickskeller	Buildings and structures completed in 1912;Hotels established in 1957;Dupont Circle;Hotels in Washington, D.C.;Restaurants in Washington, D.C.;Drinking establishments in Washington, D.C.	DC Comedy Loft and Bier Baron Tavern (formally The Brickskeller Dining House and Down Home Saloon) is a tavern in Washington, D.C., located near Dupont Circle across from Rock Creek Park and on the edge of Georgetown, Washington, D.C. Georgetown, in the Baron Hotel building. It was founded by Felix Coja and his wife, Marie.																	
Adirondack Hotel	Hotels in New York (state);Hotels established in 1850;Hotel buildings completed in 1850;Hotel buildings completed in 1900	Adirondack Hotel is a hotel in Long Lake, New York, located on New York State Route 30. It was built in the 1850s but it burnt down, and was rebuilt in 1900.																	
